sale_id,sale_date,product_id,warehouse_id,quantity_sold,selling_price_per_unit,channel
TXN012814,2025-10-26,PROD0026,WH03,1,482.99,Wholesale
TXN012815,2025-10-26,PROD0023,WH01,3,718.07,Online
TXN012816,2025-10-26,PROD0073,WH05,1,314.02,Online
TXN012817,2025-10-26,PROD0096,WH02,1,785.16,Retail
TXN012818,2025-10-26,PROD0088,WH02,1,308.26,Retail
TXN012819,2025-10-26,PROD0114,WH04,1,87.96,Wholesale
TXN012820,2025-10-26,PROD0099,WH05,3,345.24,Online
TXN012821,2025-10-26,PROD0028,WH01,1,179.6,Online
TXN012822,2025-10-26,PROD0098,WH03,3,352.46,Online
TXN012823,2025-10-26,PROD0083,WH04,1,183.43,Retail
TXN012824,2025-10-26,PROD0035,WH01,1,224.81,Retail
TXN012825,2025-10-26,PROD0067,WH02,4,272.24,Online
TXN012826,2025-10-26,PROD0097,WH05,2,172.41,Retail
TXN012827,2025-10-26,PROD0025,WH05,1,203.66,Retail
TXN012828,2025-10-26,PROD0097,WH05,3,172.41,Online
TXN012829,2025-10-26,PROD0113,WH05,2,290.11,Online
TXN012830,2025-10-26,PROD0087,WH02,3,387.06,Online
TXN012831,2025-10-26,PROD0028,WH05,3,179.6,Online
TXN012832,2025-10-26,PROD0030,WH01,4,307.89,Online
TXN012833,2025-10-26,PROD0121,WH04,1,583.3,Online
TXN012834,2025-10-26,PROD0056,WH01,4,306.56,Online
TXN012835,2025-10-26,PROD0051,WH01,1,771.14,Online
TXN012836,2025-10-26,PROD0002,WH05,1,766.66,Online
TXN012837,2025-10-26,PROD0115,WH01,1,607.39,Retail
TXN012838,2025-10-26,PROD0077,WH04,4,732.06,Online
TXN012839,2025-10-26,PROD0073,WH02,2,314.02,Retail
TXN012840,2025-10-26,PROD0093,WH05,3,718.31,Online
TXN012841,2025-10-26,PROD0011,WH05,3,515.6,Online
TXN012842,2025-10-26,PROD0026,WH02,1,482.99,Online
TXN012843,2025-10-26,PROD0125,WH02,3,799.62,Online
TXN012844,2025-10-26,PROD0022,WH05,1,88.86,Online
TXN012845,2025-10-26,PROD0116,WH04,2,362.75,Online
TXN012846,2025-10-26,PROD0059,WH05,1,529.33,Online
TXN012847,2025-10-26,PROD0038,WH02,2,226.86,Retail
TXN012848,2025-10-26,PROD0063,WH03,1,560.04,Online
TXN012849,2025-10-26,PROD0084,WH02,1,563.23,Retail
TXN012850,2025-10-26,PROD0075,WH01,2,736.06,Online
TXN012851,2025-10-26,PROD0100,WH02,1,433.5,Online
TXN012852,2025-10-26,PROD0074,WH05,1,522.27,Retail
TXN012853,2025-10-26,PROD0125,WH05,1,799.62,Online
TXN012854,2025-10-26,PROD0079,WH01,1,698.45,Online
TXN012855,2025-10-26,PROD0081,WH04,10,41.47,Online
TXN012856,2025-10-26,PROD0118,WH01,10,44.34,Retail
TXN012857,2025-10-26,PROD0037,WH04,1,720.85,Retail
TXN012858,2025-10-26,PROD0090,WH02,1,890.04,Retail
TXN012859,2025-10-26,PROD0092,WH05,13,84.39,Online
TXN012860,2025-10-26,PROD0062,WH01,1,576.67,Retail
TXN012861,2025-10-26,PROD0069,WH01,5,279.79,Online
TXN012862,2025-10-26,PROD0099,WH05,1,345.24,Retail
TXN012863,2025-10-26,PROD0040,WH02,1,530.8,Online
TXN012864,2025-10-26,PROD0122,WH04,1,792.76,Retail
TXN012865,2025-10-26,PROD0065,WH03,2,431.82,Online
TXN012866,2025-10-26,PROD0072,WH02,2,109.21,Online
TXN012867,2025-10-26,PROD0119,WH03,1,62.53,Online
TXN012868,2025-10-26,PROD0099,WH05,3,345.24,Retail
TXN012869,2025-10-26,PROD0121,WH01,1,583.3,Online
TXN012870,2025-10-26,PROD0002,WH03,3,766.66,Online
TXN012871,2025-10-26,PROD0106,WH05,9,51.83,Retail
TXN012872,2025-10-26,PROD0031,WH05,2,159.65,Retail
TXN012873,2025-10-26,PROD0067,WH02,1,272.24,Retail
TXN012874,2025-10-26,PROD0088,WH05,3,308.26,Retail
TXN012875,2025-10-26,PROD0001,WH03,1,400.23,Retail
TXN012876,2025-10-26,PROD0022,WH03,3,88.86,Retail
TXN012877,2025-10-26,PROD0014,WH02,6,206.63,Online
TXN012878,2025-10-26,PROD0109,WH05,3,891.71,Online
TXN012879,2025-10-26,PROD0104,WH05,1,709.27,Online
TXN012880,2025-10-26,PROD0106,WH02,11,51.83,Online
TXN012881,2025-10-26,PROD0043,WH02,1,430.69,Online
TXN012882,2025-10-26,PROD0066,WH03,2,512.81,Retail
TXN012883,2025-10-26,PROD0049,WH03,4,416.0,Online
TXN012884,2025-10-26,PROD0037,WH02,1,720.85,Online
TXN012885,2025-10-26,PROD0124,WH04,3,391.84,Online
TXN012886,2025-10-26,PROD0034,WH01,6,126.65,Retail
TXN012887,2025-10-26,PROD0006,WH04,1,342.18,Online
TXN012888,2025-10-26,PROD0094,WH04,4,54.93,Retail
TXN012889,2025-10-26,PROD0097,WH05,1,172.41,Online
TXN012890,2025-10-26,PROD0089,WH03,3,310.46,Retail
TXN012891,2025-10-26,PROD0123,WH01,2,458.85,Retail
TXN012892,2025-10-26,PROD0083,WH05,1,183.43,Retail
TXN012893,2025-10-26,PROD0070,WH04,1,291.98,Retail
TXN012894,2025-10-26,PROD0049,WH02,1,416.0,Online
TXN012895,2025-10-26,PROD0002,WH01,1,766.66,Online
TXN012896,2025-10-26,PROD0076,WH05,1,105.69,Retail
TXN012897,2025-10-26,PROD0054,WH03,5,144.85,Retail
TXN012898,2025-10-26,PROD0012,WH05,2,625.07,Online
TXN012899,2025-10-26,PROD0111,WH05,4,267.82,Online
TXN012900,2025-10-26,PROD0067,WH05,1,272.24,Retail
TXN012901,2025-10-26,PROD0117,WH05,3,478.38,Online
TXN012902,2025-10-26,PROD0122,WH03,1,792.76,Retail
TXN012903,2025-10-26,PROD0002,WH05,1,766.66,Retail
TXN012904,2025-10-26,PROD0002,WH02,2,766.66,Retail
TXN012905,2025-10-26,PROD0040,WH04,1,530.8,Retail
TXN012906,2025-10-26,PROD0100,WH01,1,433.5,Online
TXN012907,2025-10-26,PROD0035,WH03,5,224.81,Online
TXN012908,2025-10-26,PROD0103,WH05,2,731.07,Retail
TXN012909,2025-10-26,PROD0115,WH04,1,607.39,Online
TXN012910,2025-10-26,PROD0104,WH03,3,709.27,Retail
TXN012911,2025-10-26,PROD0109,WH05,1,891.71,Wholesale
TXN012912,2025-10-26,PROD0030,WH05,2,307.89,Online
TXN012913,2025-10-26,PROD0067,WH05,2,272.24,Retail
TXN012914,2025-10-26,PROD0104,WH01,1,709.27,Retail
TXN012915,2025-10-26,PROD0022,WH05,1,88.86,Online
TXN012916,2025-10-26,PROD0054,WH04,2,144.85,Retail
TXN012917,2025-10-26,PROD0097,WH03,1,172.41,Online
TXN012918,2025-10-26,PROD0007,WH04,1,385.91,Retail
TXN012919,2025-10-26,PROD0077,WH01,2,732.06,Retail
TXN012920,2025-10-26,PROD0042,WH02,5,61.35,Online
TXN012921,2025-10-26,PROD0110,WH04,1,84.13,Wholesale
TXN012922,2025-10-26,PROD0099,WH02,3,345.24,Retail
TXN012923,2025-10-26,PROD0053,WH02,1,566.68,Wholesale
TXN012924,2025-10-26,PROD0026,WH04,1,482.99,Online
TXN012925,2025-10-26,PROD0020,WH01,1,363.62,Retail
TXN012926,2025-10-26,PROD0115,WH02,1,607.39,Online
TXN012927,2025-10-26,PROD0056,WH03,2,306.56,Online
TXN012928,2025-10-26,PROD0062,WH05,1,576.67,Online
TXN012929,2025-10-26,PROD0080,WH02,1,149.97,Online
TXN012930,2025-10-26,PROD0060,WH04,1,379.48,Online
TXN012931,2025-10-26,PROD0069,WH03,4,279.79,Online
TXN012932,2025-10-26,PROD0084,WH03,1,563.23,Retail
TXN012933,2025-10-26,PROD0109,WH03,1,891.71,Online
TXN012934,2025-10-26,PROD0062,WH01,1,576.67,Online
TXN012935,2025-10-26,PROD0092,WH05,3,84.39,Online
TXN012936,2025-10-27,PROD0034,WH05,4,126.65,Online
TXN012937,2025-10-27,PROD0011,WH05,1,515.6,Retail
TXN012938,2025-10-27,PROD0099,WH01,1,345.24,Online
TXN012939,2025-10-27,PROD0065,WH04,2,431.82,Retail
TXN012940,2025-10-27,PROD0031,WH05,2,159.65,Wholesale
TXN012941,2025-10-27,PROD0088,WH04,1,308.26,Online
TXN012942,2025-10-27,PROD0004,WH02,2,299.93,Online
TXN012943,2025-10-27,PROD0038,WH05,1,226.86,Online
TXN012944,2025-10-27,PROD0126,WH05,1,543.44,Wholesale
TXN012945,2025-10-27,PROD0014,WH01,5,206.63,Retail
TXN012946,2025-10-27,PROD0086,WH01,1,308.34,Online
TXN012947,2025-10-27,PROD0098,WH04,2,352.46,Online
TXN012948,2025-10-27,PROD0117,WH02,4,478.38,Retail
TXN012949,2025-10-27,PROD0127,WH04,1,815.22,Online
TXN012950,2025-10-27,PROD0089,WH03,2,310.46,Retail
TXN012951,2025-10-27,PROD0055,WH02,1,610.6,Online
TXN012952,2025-10-27,PROD0010,WH03,5,198.25,Online
TXN012953,2025-10-27,PROD0072,WH03,1,109.21,Online
TXN012954,2025-10-27,PROD0054,WH02,4,144.85,Retail
TXN012955,2025-10-27,PROD0086,WH01,1,308.34,Online
TXN012956,2025-10-27,PROD0093,WH03,1,718.31,Retail
TXN012957,2025-10-27,PROD0045,WH01,1,443.22,Online
TXN012958,2025-10-27,PROD0070,WH02,4,291.98,Retail
TXN012959,2025-10-27,PROD0009,WH03,1,577.1,Online
TXN012960,2025-10-27,PROD0102,WH05,5,196.25,Retail
TXN012961,2025-10-27,PROD0108,WH03,5,158.82,Retail
TXN012962,2025-10-27,PROD0005,WH02,2,170.46,Online
TXN012963,2025-10-27,PROD0055,WH05,1,610.6,Online
TXN012964,2025-10-27,PROD0079,WH02,1,698.45,Retail
TXN012965,2025-10-27,PROD0120,WH04,1,807.25,Online
TXN012966,2025-10-27,PROD0040,WH05,2,530.8,Retail
TXN012967,2025-10-27,PROD0107,WH05,1,546.29,Online
TXN012968,2025-10-27,PROD0104,WH01,2,709.27,Online
TXN012969,2025-10-27,PROD0015,WH05,1,414.86,Wholesale
TXN012970,2025-10-27,PROD0110,WH04,5,84.13,Online
TXN012971,2025-10-27,PROD0116,WH04,2,362.75,Online
TXN012972,2025-10-27,PROD0068,WH01,2,154.66,Online
TXN012973,2025-10-27,PROD0047,WH01,1,539.17,Wholesale
TXN012974,2025-10-27,PROD0088,WH02,1,308.26,Retail
TXN012975,2025-10-27,PROD0029,WH01,2,216.16,Retail
TXN012976,2025-10-27,PROD0096,WH05,1,785.16,Online
TXN012977,2025-10-27,PROD0078,WH05,2,368.28,Online
TXN012978,2025-10-27,PROD0002,WH05,2,766.66,Online
TXN012979,2025-10-27,PROD0061,WH01,16,35.05,Retail
TXN012980,2025-10-27,PROD0074,WH02,1,522.27,Online
TXN012981,2025-10-27,PROD0054,WH02,1,144.85,Retail
TXN012982,2025-10-27,PROD0002,WH01,1,766.66,Online
TXN012983,2025-10-27,PROD0027,WH05,3,262.97,Online
TXN012984,2025-10-27,PROD0100,WH05,1,433.5,Wholesale
TXN012985,2025-10-27,PROD0041,WH04,2,313.32,Wholesale
TXN012986,2025-10-27,PROD0059,WH04,1,529.33,Online
TXN012987,2025-10-27,PROD0107,WH03,1,546.29,Retail
TXN012988,2025-10-27,PROD0080,WH01,1,149.97,Retail
TXN012989,2025-10-27,PROD0111,WH05,2,267.82,Online
TXN012990,2025-10-27,PROD0023,WH04,1,718.07,Retail
TXN012991,2025-10-27,PROD0002,WH04,2,766.66,Online
TXN012992,2025-10-27,PROD0009,WH05,2,577.1,Retail
TXN012993,2025-10-27,PROD0012,WH01,1,625.07,Online
TXN012994,2025-10-27,PROD0108,WH01,2,158.82,Online
TXN012995,2025-10-27,PROD0048,WH04,1,468.79,Wholesale
TXN012996,2025-10-27,PROD0063,WH03,4,560.04,Online
TXN012997,2025-10-27,PROD0101,WH02,1,335.07,Online
TXN012998,2025-10-27,PROD0076,WH01,4,105.69,Online
TXN012999,2025-10-27,PROD0100,WH01,1,433.5,Online
TXN013000,2025-10-27,PROD0113,WH05,2,290.11,Online
TXN013001,2025-10-27,PROD0079,WH05,1,698.45,Retail
TXN013002,2025-10-27,PROD0037,WH02,2,720.85,Wholesale
TXN013003,2025-10-27,PROD0007,WH03,1,385.91,Online
TXN013004,2025-10-27,PROD0056,WH02,1,306.56,Retail
TXN013005,2025-10-27,PROD0006,WH01,1,342.18,Retail
TXN013006,2025-10-27,PROD0090,WH04,3,890.04,Retail
TXN013007,2025-10-27,PROD0121,WH05,1,583.3,Online
TXN013008,2025-10-27,PROD0119,WH01,4,62.53,Online
TXN013009,2025-10-27,PROD0011,WH05,1,515.6,Retail
TXN013010,2025-10-27,PROD0120,WH04,1,807.25,Online
TXN013011,2025-10-27,PROD0087,WH05,3,387.06,Online
TXN013012,2025-10-27,PROD0103,WH03,1,731.07,Wholesale
TXN013013,2025-10-27,PROD0011,WH04,1,515.6,Online
TXN013014,2025-10-27,PROD0026,WH05,2,482.99,Retail
TXN013015,2025-10-27,PROD0010,WH01,3,198.25,Online
TXN013016,2025-10-27,PROD0046,WH03,6,328.39,Online
TXN013017,2025-10-27,PROD0063,WH04,1,560.04,Online
TXN013018,2025-10-27,PROD0080,WH03,4,149.97,Wholesale
TXN013019,2025-10-27,PROD0096,WH02,1,785.16,Retail
TXN013020,2025-10-27,PROD0059,WH05,1,529.33,Retail
TXN013021,2025-10-27,PROD0028,WH02,2,179.6,Retail
TXN013022,2025-10-27,PROD0032,WH03,12,66.91,Online
TXN013023,2025-10-27,PROD0012,WH03,1,625.07,Wholesale
TXN013024,2025-10-27,PROD0123,WH05,1,458.85,Online
TXN013025,2025-10-27,PROD0052,WH05,1,728.74,Online
TXN013026,2025-10-27,PROD0051,WH05,1,771.14,Retail
TXN013027,2025-10-27,PROD0072,WH03,2,109.21,Wholesale
TXN013028,2025-10-27,PROD0057,WH04,1,229.78,Wholesale
TXN013029,2025-10-27,PROD0066,WH05,1,512.81,Retail
TXN013030,2025-10-27,PROD0061,WH02,7,35.05,Online
TXN013031,2025-10-27,PROD0078,WH02,1,368.28,Retail
TXN013032,2025-10-27,PROD0001,WH03,3,400.23,Online
TXN013033,2025-10-27,PROD0101,WH05,1,335.07,Retail
TXN013034,2025-10-27,PROD0069,WH04,1,279.79,Wholesale
TXN013035,2025-10-27,PROD0023,WH03,1,718.07,Online
TXN013036,2025-10-27,PROD0065,WH03,4,431.82,Wholesale
TXN013037,2025-10-27,PROD0050,WH02,1,506.94,Online
TXN013038,2025-10-27,PROD0038,WH01,6,226.86,Retail
TXN013039,2025-10-27,PROD0080,WH01,2,149.97,Online
TXN013040,2025-10-27,PROD0102,WH02,2,196.25,Retail
TXN013041,2025-10-27,PROD0070,WH03,2,291.98,Online
TXN013042,2025-10-27,PROD0059,WH04,1,529.33,Online
TXN013043,2025-10-27,PROD0007,WH01,2,385.91,Retail
TXN013044,2025-10-27,PROD0094,WH05,13,54.93,Wholesale
TXN013045,2025-10-27,PROD0034,WH03,4,126.65,Online
TXN013046,2025-10-27,PROD0020,WH05,3,363.62,Retail
TXN013047,2025-10-27,PROD0077,WH02,2,732.06,Retail
TXN013048,2025-10-27,PROD0062,WH05,1,576.67,Retail
TXN013049,2025-10-27,PROD0111,WH01,2,267.82,Retail
TXN013050,2025-10-27,PROD0105,WH04,3,568.46,Online
TXN013051,2025-10-27,PROD0032,WH01,12,66.91,Retail
TXN013052,2025-10-27,PROD0045,WH05,1,443.22,Retail
TXN013053,2025-10-27,PROD0040,WH05,1,530.8,Retail
TXN013054,2025-10-27,PROD0098,WH02,3,352.46,Online
TXN013055,2025-10-27,PROD0001,WH05,1,400.23,Online
TXN013056,2025-10-27,PROD0037,WH01,1,720.85,Online
TXN013057,2025-10-27,PROD0025,WH03,1,203.66,Online
TXN013058,2025-10-27,PROD0041,WH05,2,313.32,Online
TXN013059,2025-10-27,PROD0054,WH04,1,144.85,Online
TXN013060,2025-10-27,PROD0117,WH04,4,478.38,Online
TXN013061,2025-10-27,PROD0099,WH04,4,345.24,Retail
TXN013062,2025-10-27,PROD0126,WH02,1,543.44,Retail
TXN013063,2025-10-27,PROD0094,WH01,8,54.93,Retail
TXN013064,2025-10-27,PROD0053,WH03,1,566.68,Online
TXN013065,2025-10-27,PROD0036,WH04,2,222.07,Retail
TXN013066,2025-10-27,PROD0041,WH01,1,313.32,Retail
TXN013067,2025-10-27,PROD0091,WH03,1,922.1,Online
TXN013068,2025-10-27,PROD0121,WH03,1,583.3,Online
TXN013069,2025-10-27,PROD0074,WH03,2,522.27,Retail
TXN013070,2025-10-27,PROD0021,WH04,1,657.4,Online
TXN013071,2025-10-27,PROD0063,WH02,1,560.04,Online
TXN013072,2025-10-27,PROD0085,WH05,1,350.45,Retail
TXN013073,2025-10-27,PROD0111,WH04,2,267.82,Online
TXN013074,2025-10-27,PROD0053,WH03,1,566.68,Retail
TXN013075,2025-10-27,PROD0057,WH03,1,229.78,Online
TXN013076,2025-10-27,PROD0072,WH01,2,109.21,Retail
TXN013077,2025-10-27,PROD0067,WH03,2,272.24,Online
TXN013078,2025-10-27,PROD0031,WH03,1,159.65,Wholesale
TXN013079,2025-10-27,PROD0046,WH05,5,328.39,Online
TXN013080,2025-10-27,PROD0102,WH01,3,196.25,Online
TXN013081,2025-10-27,PROD0022,WH05,1,88.86,Retail
TXN013082,2025-10-27,PROD0059,WH01,1,529.33,Online
TXN013083,2025-10-27,PROD0072,WH03,1,109.21,Retail
TXN013084,2025-10-27,PROD0093,WH04,2,718.31,Retail
TXN013085,2025-10-27,PROD0117,WH01,1,478.38,Online
TXN013086,2025-10-27,PROD0128,WH02,8,88.9,Online
TXN013087,2025-10-27,PROD0092,WH05,2,84.39,Online
TXN013088,2025-10-27,PROD0017,WH05,1,168.37,Retail
TXN013089,2025-10-27,PROD0052,WH04,1,728.74,Online
TXN013090,2025-10-27,PROD0081,WH05,8,41.47,Online
TXN013091,2025-10-27,PROD0025,WH05,1,203.66,Online
TXN013092,2025-10-28,PROD0090,WH02,1,890.04,Online
TXN013093,2025-10-28,PROD0070,WH05,2,291.98,Retail
TXN013094,2025-10-28,PROD0107,WH04,1,546.29,Wholesale
TXN013095,2025-10-28,PROD0084,WH05,1,563.23,Online
TXN013096,2025-10-28,PROD0072,WH04,5,109.21,Online
TXN013097,2025-10-28,PROD0120,WH01,2,807.25,Online
TXN013098,2025-10-28,PROD0003,WH02,15,92.84,Online
TXN013099,2025-10-28,PROD0039,WH03,1,360.51,Online
TXN013100,2025-10-28,PROD0017,WH02,2,168.37,Retail
TXN013101,2025-10-28,PROD0018,WH05,3,22.79,Online
TXN013102,2025-10-28,PROD0119,WH04,10,62.53,Online
TXN013103,2025-10-28,PROD0087,WH05,3,387.06,Online
TXN013104,2025-10-28,PROD0032,WH05,11,66.91,Retail
TXN013105,2025-10-28,PROD0090,WH04,1,890.04,Wholesale
TXN013106,2025-10-28,PROD0092,WH04,11,84.39,Online
TXN013107,2025-10-28,PROD0065,WH04,1,431.82,Wholesale
TXN013108,2025-10-28,PROD0039,WH02,1,360.51,Online
TXN013109,2025-10-28,PROD0040,WH03,1,530.8,Retail
TXN013110,2025-10-28,PROD0037,WH05,2,720.85,Online
TXN013111,2025-10-28,PROD0017,WH01,1,168.37,Online
TXN013112,2025-10-28,PROD0044,WH03,2,10.47,Online
TXN013113,2025-10-28,PROD0010,WH05,2,198.25,Wholesale
TXN013114,2025-10-28,PROD0042,WH05,2,61.35,Online
TXN013115,2025-10-28,PROD0128,WH01,12,88.9,Retail
TXN013116,2025-10-28,PROD0026,WH03,2,482.99,Retail
TXN013117,2025-10-28,PROD0011,WH02,1,515.6,Wholesale
TXN013118,2025-10-28,PROD0076,WH01,1,105.69,Retail
TXN013119,2025-10-28,PROD0076,WH04,4,105.69,Online
TXN013120,2025-10-28,PROD0048,WH04,2,468.79,Retail
TXN013121,2025-10-28,PROD0012,WH04,1,625.07,Wholesale
TXN013122,2025-10-28,PROD0021,WH01,1,657.4,Retail
TXN013123,2025-10-28,PROD0062,WH01,1,576.67,Retail
TXN013124,2025-10-28,PROD0099,WH03,1,345.24,Online
TXN013125,2025-10-28,PROD0068,WH03,1,154.66,Online
TXN013126,2025-10-28,PROD0084,WH03,1,563.23,Wholesale
TXN013127,2025-10-28,PROD0074,WH01,2,522.27,Online
TXN013128,2025-10-28,PROD0021,WH05,3,657.4,Online
TXN013129,2025-10-28,PROD0025,WH01,3,203.66,Retail
TXN013130,2025-10-28,PROD0056,WH04,2,306.56,Online
TXN013131,2025-10-28,PROD0057,WH05,2,229.78,Online
TXN013132,2025-10-28,PROD0053,WH05,1,566.68,Online
TXN013133,2025-10-28,PROD0068,WH05,1,154.66,Retail
TXN013134,2025-10-28,PROD0125,WH05,2,799.62,Online
TXN013135,2025-10-28,PROD0002,WH05,1,766.66,Retail
TXN013136,2025-10-28,PROD0092,WH03,1,84.39,Online
TXN013137,2025-10-28,PROD0121,WH04,2,583.3,Online
TXN013138,2025-10-28,PROD0088,WH05,1,308.26,Wholesale
TXN013139,2025-10-28,PROD0023,WH02,1,718.07,Online
TXN013140,2025-10-28,PROD0128,WH04,13,88.9,Online
TXN013141,2025-10-28,PROD0107,WH05,1,546.29,Wholesale
TXN013142,2025-10-28,PROD0053,WH05,1,566.68,Retail
TXN013143,2025-10-28,PROD0049,WH05,4,416.0,Retail
TXN013144,2025-10-28,PROD0035,WH02,2,224.81,Retail
TXN013145,2025-10-28,PROD0061,WH02,4,35.05,Online
TXN013146,2025-10-28,PROD0031,WH02,2,159.65,Online
TXN013147,2025-10-28,PROD0014,WH02,2,206.63,Retail
TXN013148,2025-10-28,PROD0076,WH05,2,105.69,Retail
TXN013149,2025-10-28,PROD0069,WH01,5,279.79,Online
TXN013150,2025-10-28,PROD0011,WH05,2,515.6,Retail
TXN013151,2025-10-28,PROD0077,WH04,1,732.06,Retail
TXN013152,2025-10-28,PROD0021,WH02,1,657.4,Online
TXN013153,2025-10-28,PROD0002,WH04,2,766.66,Retail
TXN013154,2025-10-28,PROD0018,WH01,9,22.79,Wholesale
TXN013155,2025-10-28,PROD0111,WH02,1,267.82,Retail
TXN013156,2025-10-28,PROD0029,WH03,1,216.16,Retail
TXN013157,2025-10-28,PROD0037,WH04,1,720.85,Wholesale
TXN013158,2025-10-28,PROD0112,WH03,4,206.11,Retail
TXN013159,2025-10-28,PROD0049,WH04,2,416.0,Online
TXN013160,2025-10-28,PROD0112,WH04,1,206.11,Retail
TXN013161,2025-10-28,PROD0107,WH04,1,546.29,Wholesale
TXN013162,2025-10-28,PROD0086,WH01,1,308.34,Retail
TXN013163,2025-10-28,PROD0026,WH01,1,482.99,Online
TXN013164,2025-10-28,PROD0069,WH05,5,279.79,Retail
TXN013165,2025-10-28,PROD0110,WH04,3,84.13,Retail
TXN013166,2025-10-28,PROD0071,WH02,1,217.26,Retail
TXN013167,2025-10-28,PROD0038,WH05,5,226.86,Online
TXN013168,2025-10-28,PROD0046,WH01,1,328.39,Online
TXN013169,2025-10-28,PROD0040,WH02,1,530.8,Online
TXN013170,2025-10-28,PROD0012,WH05,1,625.07,Online
TXN013171,2025-10-28,PROD0017,WH02,6,168.37,Online
TXN013172,2025-10-28,PROD0072,WH01,4,109.21,Online
TXN013173,2025-10-28,PROD0126,WH01,1,543.44,Online
TXN013174,2025-10-28,PROD0062,WH04,2,576.67,Online
TXN013175,2025-10-28,PROD0051,WH01,1,771.14,Online
TXN013176,2025-10-28,PROD0076,WH03,2,105.69,Retail
TXN013177,2025-10-28,PROD0033,WH01,1,535.58,Online
TXN013178,2025-10-28,PROD0016,WH02,2,113.06,Online
TXN013179,2025-10-28,PROD0120,WH05,1,807.25,Online
TXN013180,2025-10-28,PROD0039,WH05,1,360.51,Online
TXN013181,2025-10-28,PROD0035,WH05,1,224.81,Online
TXN013182,2025-10-28,PROD0022,WH03,1,88.86,Online
TXN013183,2025-10-28,PROD0114,WH03,1,87.96,Online
TXN013184,2025-10-28,PROD0080,WH05,4,149.97,Online
TXN013185,2025-10-28,PROD0036,WH02,1,222.07,Online
TXN013186,2025-10-28,PROD0019,WH05,3,254.68,Online
TXN013187,2025-10-28,PROD0110,WH01,2,84.13,Online
TXN013188,2025-10-28,PROD0037,WH01,1,720.85,Retail
TXN013189,2025-10-28,PROD0097,WH02,1,172.41,Retail
TXN013190,2025-10-28,PROD0100,WH03,1,433.5,Online
TXN013191,2025-10-28,PROD0070,WH01,5,291.98,Retail
TXN013192,2025-10-28,PROD0086,WH03,2,308.34,Online
TXN013193,2025-10-28,PROD0078,WH01,1,368.28,Retail
TXN013194,2025-10-28,PROD0073,WH04,1,314.02,Retail
TXN013195,2025-10-28,PROD0065,WH04,1,431.82,Online
TXN013196,2025-10-28,PROD0006,WH05,1,342.18,Retail
TXN013197,2025-10-28,PROD0128,WH01,9,88.9,Retail
TXN013198,2025-10-28,PROD0110,WH04,1,84.13,Wholesale
TXN013199,2025-10-28,PROD0018,WH04,3,22.79,Online
TXN013200,2025-10-28,PROD0085,WH02,2,350.45,Online
TXN013201,2025-10-28,PROD0086,WH05,1,308.34,Retail
TXN013202,2025-10-28,PROD0062,WH04,1,576.67,Online
TXN013203,2025-10-28,PROD0087,WH05,3,387.06,Online
TXN013204,2025-10-28,PROD0080,WH01,2,149.97,Online
TXN013205,2025-10-28,PROD0110,WH05,1,84.13,Online
TXN013206,2025-10-28,PROD0009,WH03,2,577.1,Online
TXN013207,2025-10-28,PROD0127,WH05,2,815.22,Online
TXN013208,2025-10-28,PROD0048,WH05,1,468.79,Online
TXN013209,2025-10-28,PROD0082,WH02,1,302.75,Online
TXN013210,2025-10-28,PROD0108,WH01,3,158.82,Online
TXN013211,2025-10-28,PROD0017,WH01,2,168.37,Retail
TXN013212,2025-10-28,PROD0042,WH02,7,61.35,Retail
TXN013213,2025-10-28,PROD0060,WH03,1,379.48,Online
TXN013214,2025-10-28,PROD0023,WH02,2,718.07,Online
TXN013215,2025-10-28,PROD0093,WH02,1,718.31,Online
TXN013216,2025-10-28,PROD0033,WH03,1,535.58,Retail
TXN013217,2025-10-28,PROD0085,WH01,2,350.45,Online
TXN013218,2025-10-28,PROD0116,WH02,3,362.75,Online
TXN013219,2025-10-28,PROD0026,WH04,1,482.99,Retail
TXN013220,2025-10-28,PROD0010,WH05,1,198.25,Retail
TXN013221,2025-10-28,PROD0045,WH03,1,443.22,Retail
TXN013222,2025-10-28,PROD0113,WH05,1,290.11,Online
TXN013223,2025-10-28,PROD0015,WH02,1,414.86,Retail
TXN013224,2025-10-28,PROD0007,WH05,1,385.91,Online
TXN013225,2025-10-28,PROD0052,WH05,1,728.74,Retail
TXN013226,2025-10-28,PROD0090,WH02,1,890.04,Online
TXN013227,2025-10-28,PROD0062,WH04,1,576.67,Wholesale
TXN013228,2025-10-28,PROD0094,WH01,4,54.93,Online
TXN013229,2025-10-28,PROD0087,WH02,2,387.06,Online
TXN013230,2025-10-28,PROD0069,WH03,5,279.79,Retail
TXN013231,2025-10-28,PROD0033,WH04,1,535.58,Online
TXN013232,2025-10-28,PROD0101,WH01,1,335.07,Retail
TXN013233,2025-10-28,PROD0103,WH01,1,731.07,Retail
TXN013234,2025-10-29,PROD0072,WH05,2,109.21,Online
TXN013235,2025-10-29,PROD0021,WH05,1,657.4,Retail
TXN013236,2025-10-29,PROD0035,WH03,2,224.81,Retail
TXN013237,2025-10-29,PROD0020,WH04,5,363.62,Retail
TXN013238,2025-10-29,PROD0055,WH03,1,610.6,Retail
TXN013239,2025-10-29,PROD0124,WH02,1,391.84,Wholesale
TXN013240,2025-10-29,PROD0090,WH02,1,890.04,Online
