sale_id,sale_date,product_id,warehouse_id,quantity_sold,selling_price_per_unit,channel,revenue
TXN015504,2025-11-15,PROD0124,WH01,1,391.84,Retail,391.84
TXN015505,2025-11-15,PROD0095,WH01,5,226.49,Online,1132.45
TXN015506,2025-11-15,PROD0115,WH04,1,607.39,Retail,607.39
TXN015507,2025-11-15,PROD0122,WH01,1,792.76,Retail,792.76
TXN015508,2025-11-15,PROD0029,WH02,1,216.16,Online,216.16
TXN015509,2025-11-15,PROD0044,WH04,10,10.47,Online,104.7
TXN015510,2025-11-15,PROD0053,WH01,1,566.68,Online,566.68
TXN015511,2025-11-15,PROD0034,WH03,1,126.65,Online,126.65
TXN015512,2025-11-15,PROD0079,WH05,1,698.45,Retail,698.45
TXN015513,2025-11-15,PROD0008,WH01,17,40.03,Online,680.51
TXN015514,2025-11-15,PROD0047,WH02,1,539.17,Online,539.17
TXN015515,2025-11-15,PROD0069,WH04,4,279.79,Retail,1119.16
TXN015516,2025-11-15,PROD0050,WH04,3,506.94,Retail,1520.82
TXN015517,2025-11-15,PROD0015,WH02,1,414.86,Online,414.86
TXN015518,2025-11-15,PROD0068,WH04,1,154.66,Retail,154.66
TXN015519,2025-11-15,PROD0021,WH03,1,657.4,Online,657.4
TXN015520,2025-11-15,PROD0117,WH01,1,478.38,Retail,478.38
TXN015521,2025-11-15,PROD0020,WH03,3,363.62,Retail,1090.86
TXN015522,2025-11-15,PROD0025,WH05,3,203.66,Online,610.98
TXN015523,2025-11-15,PROD0080,WH04,4,149.97,Online,599.88
TXN015524,2025-11-15,PROD0128,WH05,4,88.9,Online,355.6
TXN015525,2025-11-15,PROD0005,WH05,1,170.46,Wholesale,170.46
TXN015526,2025-11-15,PROD0104,WH02,2,709.27,Wholesale,1418.54
TXN015527,2025-11-15,PROD0020,WH04,3,363.62,Retail,1090.86
TXN015528,2025-11-15,PROD0029,WH05,6,216.16,Retail,1296.96
TXN015529,2025-11-15,PROD0089,WH03,2,310.46,Online,620.92
TXN015530,2025-11-15,PROD0001,WH03,1,400.23,Retail,400.23
TXN015531,2025-11-15,PROD0037,WH02,1,720.85,Retail,720.85
TXN015532,2025-11-15,PROD0045,WH03,1,443.22,Retail,443.22
TXN015533,2025-11-15,PROD0029,WH04,4,216.16,Retail,864.64
TXN015534,2025-11-15,PROD0045,WH02,3,443.22,Retail,1329.66
TXN015535,2025-11-15,PROD0103,WH02,1,731.07,Online,731.07
TXN015536,2025-11-15,PROD0059,WH04,3,529.33,Retail,1587.99
TXN015537,2025-11-15,PROD0032,WH05,10,66.91,Online,669.1
TXN015538,2025-11-15,PROD0088,WH05,1,308.26,Online,308.26
TXN015539,2025-11-15,PROD0023,WH03,4,718.07,Wholesale,2872.28
TXN015540,2025-11-15,PROD0101,WH01,1,335.07,Online,335.07
TXN015541,2025-11-15,PROD0003,WH04,9,92.84,Online,835.56
TXN015542,2025-11-15,PROD0067,WH05,4,272.24,Online,1088.96
TXN015543,2025-11-15,PROD0093,WH01,1,718.31,Online,718.31
TXN015544,2025-11-15,PROD0040,WH03,1,530.8,Online,530.8
TXN015545,2025-11-15,PROD0061,WH04,14,35.05,Retail,490.7
TXN015546,2025-11-15,PROD0067,WH03,6,272.24,Online,1633.44
TXN015547,2025-11-15,PROD0032,WH03,1,66.91,Retail,66.91
TXN015548,2025-11-15,PROD0009,WH03,1,577.1,Online,577.1
TXN015549,2025-11-15,PROD0073,WH04,1,314.02,Online,314.02
TXN015550,2025-11-15,PROD0019,WH04,1,254.68,Retail,254.68
TXN015551,2025-11-15,PROD0124,WH04,2,391.84,Online,783.68
TXN015552,2025-11-15,PROD0122,WH05,1,792.76,Retail,792.76
TXN015553,2025-11-15,PROD0032,WH02,6,66.91,Online,401.46
TXN015554,2025-11-15,PROD0075,WH03,1,736.06,Online,736.06
TXN015555,2025-11-15,PROD0112,WH03,1,206.11,Online,206.11
TXN015556,2025-11-15,PROD0018,WH05,1,22.79,Retail,22.79
TXN015557,2025-11-15,PROD0007,WH05,1,385.91,Online,385.91
TXN015558,2025-11-15,PROD0114,WH01,1,87.96,Retail,87.96
TXN015559,2025-11-15,PROD0053,WH05,3,566.68,Online,1700.04
TXN015560,2025-11-15,PROD0087,WH02,4,387.06,Retail,1548.24
TXN015561,2025-11-15,PROD0065,WH03,1,431.82,Online,431.82
TXN015562,2025-11-15,PROD0013,WH02,5,231.03,Retail,1155.15
TXN015563,2025-11-15,PROD0105,WH01,1,568.46,Online,568.46
TXN015564,2025-11-15,PROD0064,WH03,1,563.89,Online,563.89
TXN015565,2025-11-15,PROD0126,WH03,1,543.44,Wholesale,543.44
TXN015566,2025-11-15,PROD0096,WH01,1,785.16,Retail,785.16
TXN015567,2025-11-15,PROD0110,WH02,1,84.13,Retail,84.13
TXN015568,2025-11-15,PROD0087,WH03,4,387.06,Wholesale,1548.24
TXN015569,2025-11-15,PROD0026,WH04,4,482.99,Online,1931.96
TXN015570,2025-11-15,PROD0018,WH04,14,22.79,Online,319.06
TXN015571,2025-11-15,PROD0053,WH05,1,566.68,Online,566.68
TXN015572,2025-11-15,PROD0119,WH03,2,62.53,Online,125.06
TXN015573,2025-11-15,PROD0105,WH04,2,568.46,Online,1136.92
TXN015574,2025-11-15,PROD0068,WH05,1,154.66,Retail,154.66
TXN015575,2025-11-15,PROD0114,WH05,1,87.96,Retail,87.96
TXN015576,2025-11-15,PROD0120,WH01,1,807.25,Retail,807.25
TXN015577,2025-11-16,PROD0010,WH02,1,198.25,Wholesale,198.25
TXN015578,2025-11-16,PROD0041,WH03,6,313.32,Retail,1879.92
TXN015579,2025-11-16,PROD0008,WH05,10,40.03,Retail,400.3
TXN015580,2025-11-16,PROD0121,WH05,1,583.3,Online,583.3
TXN015581,2025-11-16,PROD0126,WH05,2,543.44,Retail,1086.88
TXN015582,2025-11-16,PROD0107,WH03,1,546.29,Retail,546.29
TXN015583,2025-11-16,PROD0015,WH05,1,414.86,Online,414.86
TXN015584,2025-11-16,PROD0067,WH02,1,272.24,Online,272.24
TXN015585,2025-11-16,PROD0094,WH01,4,54.93,Online,219.72
TXN015586,2025-11-16,PROD0053,WH05,3,566.68,Wholesale,1700.04
TXN015587,2025-11-16,PROD0069,WH04,4,279.79,Wholesale,1119.16
TXN015588,2025-11-16,PROD0041,WH03,4,313.32,Retail,1253.28
TXN015589,2025-11-16,PROD0094,WH01,4,54.93,Retail,219.72
TXN015590,2025-11-16,PROD0122,WH01,1,792.76,Online,792.76
TXN015591,2025-11-16,PROD0064,WH05,3,563.89,Online,1691.67
TXN015592,2025-11-16,PROD0117,WH02,4,478.38,Retail,1913.52
TXN015593,2025-11-16,PROD0010,WH02,1,198.25,Retail,198.25
TXN015594,2025-11-16,PROD0095,WH03,1,226.49,Retail,226.49
TXN015595,2025-11-16,PROD0083,WH01,1,183.43,Online,183.43
TXN015596,2025-11-16,PROD0038,WH01,3,226.86,Online,680.58
TXN015597,2025-11-16,PROD0080,WH02,4,149.97,Online,599.88
TXN015598,2025-11-16,PROD0003,WH05,16,92.84,Online,1485.44
TXN015599,2025-11-16,PROD0046,WH04,1,328.39,Retail,328.39
TXN015600,2025-11-16,PROD0109,WH03,1,891.71,Online,891.71
TXN015601,2025-11-16,PROD0080,WH05,6,149.97,Online,899.82
TXN015602,2025-11-16,PROD0035,WH04,1,224.81,Online,224.81
TXN015603,2025-11-16,PROD0030,WH04,1,307.89,Online,307.89
TXN015604,2025-11-16,PROD0058,WH05,1,407.28,Online,407.28
TXN015605,2025-11-16,PROD0099,WH03,1,345.24,Online,345.24
TXN015606,2025-11-16,PROD0107,WH02,2,546.29,Retail,1092.58
TXN015607,2025-11-16,PROD0010,WH05,3,198.25,Online,594.75
TXN015608,2025-11-16,PROD0125,WH02,1,799.62,Online,799.62
TXN015609,2025-11-16,PROD0100,WH01,1,433.5,Online,433.5
TXN015610,2025-11-16,PROD0012,WH05,3,625.07,Online,1875.21
TXN015611,2025-11-16,PROD0036,WH05,3,222.07,Retail,666.21
TXN015612,2025-11-16,PROD0030,WH02,3,307.89,Online,923.67
TXN015613,2025-11-16,PROD0103,WH02,1,731.07,Online,731.07
TXN015614,2025-11-16,PROD0042,WH02,7,61.35,Online,429.45
TXN015615,2025-11-16,PROD0030,WH01,3,307.89,Retail,923.67
TXN015616,2025-11-16,PROD0056,WH05,3,306.56,Online,919.68
TXN015617,2025-11-16,PROD0090,WH04,1,890.04,Online,890.04
TXN015618,2025-11-16,PROD0014,WH03,5,206.63,Online,1033.15
TXN015619,2025-11-16,PROD0026,WH05,1,482.99,Wholesale,482.99
TXN015620,2025-11-16,PROD0043,WH02,1,430.69,Online,430.69
TXN015621,2025-11-16,PROD0003,WH05,14,92.84,Retail,1299.76
TXN015622,2025-11-16,PROD0074,WH01,4,522.27,Retail,2089.08
TXN015623,2025-11-16,PROD0015,WH04,1,414.86,Online,414.86
TXN015624,2025-11-16,PROD0115,WH01,3,607.39,Online,1822.17
TXN015625,2025-11-16,PROD0046,WH01,6,328.39,Retail,1970.34
TXN015626,2025-11-16,PROD0128,WH04,1,88.9,Wholesale,88.9
TXN015627,2025-11-16,PROD0064,WH04,1,563.89,Online,563.89
TXN015628,2025-11-16,PROD0013,WH01,3,231.03,Online,693.09
TXN015629,2025-11-16,PROD0116,WH03,1,362.75,Retail,362.75
TXN015630,2025-11-16,PROD0104,WH05,1,709.27,Online,709.27
TXN015631,2025-11-16,PROD0036,WH04,3,222.07,Online,666.21
TXN015632,2025-11-16,PROD0047,WH05,1,539.17,Retail,539.17
TXN015633,2025-11-16,PROD0122,WH04,1,792.76,Online,792.76
TXN015634,2025-11-16,PROD0123,WH04,3,458.85,Online,1376.55
TXN015635,2025-11-16,PROD0083,WH02,1,183.43,Online,183.43
TXN015636,2025-11-16,PROD0085,WH04,1,350.45,Online,350.45
TXN015637,2025-11-16,PROD0123,WH05,1,458.85,Online,458.85
TXN015638,2025-11-16,PROD0021,WH02,1,657.4,Retail,657.4
TXN015639,2025-11-16,PROD0120,WH05,3,807.25,Online,2421.75
TXN015640,2025-11-16,PROD0128,WH05,2,88.9,Wholesale,177.8
TXN015641,2025-11-16,PROD0123,WH05,2,458.85,Retail,917.7
TXN015642,2025-11-16,PROD0055,WH02,1,610.6,Retail,610.6
TXN015643,2025-11-16,PROD0101,WH01,1,335.07,Retail,335.07
TXN015644,2025-11-16,PROD0017,WH05,4,168.37,Online,673.48
TXN015645,2025-11-16,PROD0089,WH04,4,310.46,Online,1241.84
TXN015646,2025-11-16,PROD0038,WH05,3,226.86,Retail,680.58
TXN015647,2025-11-16,PROD0079,WH04,1,698.45,Online,698.45
TXN015648,2025-11-16,PROD0102,WH01,3,196.25,Online,588.75
TXN015649,2025-11-16,PROD0032,WH05,17,66.91,Online,1137.47
TXN015650,2025-11-16,PROD0121,WH05,2,583.3,Online,1166.6
TXN015651,2025-11-16,PROD0048,WH05,6,468.79,Online,2812.74
TXN015652,2025-11-16,PROD0046,WH03,1,328.39,Wholesale,328.39
TXN015653,2025-11-16,PROD0029,WH01,3,216.16,Retail,648.48
TXN015654,2025-11-16,PROD0038,WH02,3,226.86,Online,680.58
TXN015655,2025-11-16,PROD0051,WH05,3,771.14,Retail,2313.42
TXN015656,2025-11-16,PROD0074,WH02,3,522.27,Retail,1566.81
TXN015657,2025-11-16,PROD0029,WH04,1,216.16,Retail,216.16
TXN015658,2025-11-16,PROD0115,WH02,2,607.39,Retail,1214.78
TXN015659,2025-11-16,PROD0103,WH01,1,731.07,Online,731.07
TXN015660,2025-11-16,PROD0014,WH05,4,206.63,Online,826.52
TXN015661,2025-11-16,PROD0020,WH03,3,363.62,Online,1090.86
TXN015662,2025-11-16,PROD0070,WH04,6,291.98,Online,1751.88
TXN015663,2025-11-16,PROD0060,WH03,3,379.48,Online,1138.44
TXN015664,2025-11-16,PROD0062,WH01,1,576.67,Retail,576.67
TXN015665,2025-11-16,PROD0106,WH03,7,51.83,Online,362.81
TXN015666,2025-11-16,PROD0026,WH03,1,482.99,Online,482.99
TXN015667,2025-11-16,PROD0064,WH04,1,563.89,Online,563.89
TXN015668,2025-11-16,PROD0068,WH05,3,154.66,Retail,463.98
TXN015669,2025-11-16,PROD0045,WH05,1,443.22,Online,443.22
TXN015670,2025-11-16,PROD0024,WH03,1,237.44,Retail,237.44
TXN015671,2025-11-16,PROD0064,WH03,1,563.89,Wholesale,563.89
TXN015672,2025-11-16,PROD0009,WH04,1,577.1,Online,577.1
TXN015673,2025-11-16,PROD0094,WH04,2,54.93,Online,109.86
TXN015674,2025-11-16,PROD0093,WH04,3,718.31,Online,2154.93
TXN015675,2025-11-16,PROD0016,WH03,1,113.06,Online,113.06
TXN015676,2025-11-16,PROD0100,WH05,1,433.5,Online,433.5
TXN015677,2025-11-16,PROD0065,WH05,1,431.82,Retail,431.82
TXN015678,2025-11-16,PROD0080,WH02,3,149.97,Retail,449.91
TXN015679,2025-11-16,PROD0017,WH01,1,168.37,Retail,168.37
TXN015680,2025-11-16,PROD0103,WH05,1,731.07,Online,731.07
TXN015681,2025-11-16,PROD0001,WH01,3,400.23,Online,1200.69
TXN015682,2025-11-16,PROD0067,WH03,7,272.24,Online,1905.68
TXN015683,2025-11-16,PROD0053,WH04,1,566.68,Retail,566.68
TXN015684,2025-11-16,PROD0128,WH04,8,88.9,Retail,711.2
TXN015685,2025-11-16,PROD0025,WH04,1,203.66,Retail,203.66
TXN015686,2025-11-16,PROD0070,WH02,6,291.98,Wholesale,1751.88
TXN015687,2025-11-16,PROD0022,WH02,4,88.86,Wholesale,355.44
TXN015688,2025-11-16,PROD0108,WH04,1,158.82,Online,158.82
TXN015689,2025-11-16,PROD0062,WH01,1,576.67,Online,576.67
TXN015690,2025-11-16,PROD0071,WH01,4,217.26,Retail,869.04
TXN015691,2025-11-16,PROD0075,WH03,3,736.06,Wholesale,2208.18
TXN015692,2025-11-16,PROD0011,WH05,1,515.6,Retail,515.6
TXN015693,2025-11-16,PROD0124,WH05,3,391.84,Online,1175.52
TXN015694,2025-11-16,PROD0061,WH01,18,35.05,Online,630.9
TXN015695,2025-11-16,PROD0034,WH03,3,126.65,Online,379.95
TXN015696,2025-11-16,PROD0051,WH01,3,771.14,Online,2313.42
TXN015697,2025-11-16,PROD0090,WH02,1,890.04,Online,890.04
TXN015698,2025-11-16,PROD0024,WH05,4,237.44,Online,949.76
TXN015699,2025-11-16,PROD0098,WH05,1,352.46,Online,352.46
TXN015700,2025-11-16,PROD0004,WH04,1,299.93,Retail,299.93
TXN015701,2025-11-16,PROD0103,WH02,1,731.07,Retail,731.07
TXN015702,2025-11-16,PROD0029,WH03,4,216.16,Online,864.64
TXN015703,2025-11-16,PROD0110,WH04,4,84.13,Online,336.52
TXN015704,2025-11-16,PROD0052,WH02,1,728.74,Wholesale,728.74
TXN015705,2025-11-16,PROD0045,WH04,1,443.22,Retail,443.22
TXN015706,2025-11-16,PROD0034,WH05,1,126.65,Online,126.65
TXN015707,2025-11-16,PROD0127,WH02,2,815.22,Retail,1630.44
TXN015708,2025-11-16,PROD0128,WH02,8,88.9,Retail,711.2
TXN015709,2025-11-16,PROD0077,WH04,1,732.06,Online,732.06
TXN015710,2025-11-16,PROD0030,WH04,7,307.89,Online,2155.23
TXN015711,2025-11-16,PROD0019,WH05,4,254.68,Online,1018.72
TXN015712,2025-11-16,PROD0111,WH01,1,267.82,Wholesale,267.82
TXN015713,2025-11-16,PROD0095,WH05,2,226.49,Retail,452.98
TXN015714,2025-11-16,PROD0014,WH05,1,206.63,Online,206.63
TXN015715,2025-11-16,PROD0074,WH03,1,522.27,Retail,522.27
TXN015716,2025-11-16,PROD0047,WH05,3,539.17,Retail,1617.51
TXN015717,2025-11-16,PROD0084,WH02,2,563.23,Online,1126.46
TXN015718,2025-11-16,PROD0118,WH04,11,44.34,Online,487.74
TXN015719,2025-11-16,PROD0051,WH04,1,771.14,Online,771.14
TXN015720,2025-11-16,PROD0006,WH04,1,342.18,Retail,342.18
TXN015721,2025-11-16,PROD0071,WH03,3,217.26,Retail,651.78
TXN015722,2025-11-16,PROD0113,WH04,1,290.11,Online,290.11
TXN015723,2025-11-16,PROD0007,WH03,4,385.91,Retail,1543.64
TXN015724,2025-11-16,PROD0124,WH04,3,391.84,Retail,1175.52
TXN015725,2025-11-16,PROD0029,WH05,3,216.16,Online,648.48
TXN015726,2025-11-16,PROD0010,WH03,4,198.25,Online,793.0
TXN015727,2025-11-16,PROD0085,WH05,1,350.45,Online,350.45
TXN015728,2025-11-16,PROD0058,WH01,1,407.28,Online,407.28
TXN015729,2025-11-16,PROD0106,WH02,4,51.83,Online,207.32
TXN015730,2025-11-16,PROD0017,WH04,3,168.37,Online,505.11
TXN015731,2025-11-17,PROD0059,WH05,1,529.33,Retail,529.33
TXN015732,2025-11-17,PROD0073,WH01,3,314.02,Online,942.06
TXN015733,2025-11-17,PROD0080,WH04,7,149.97,Wholesale,1049.79
TXN015734,2025-11-17,PROD0084,WH02,1,563.23,Retail,563.23
TXN015735,2025-11-17,PROD0108,WH03,2,158.82,Retail,317.64
TXN015736,2025-11-17,PROD0101,WH05,3,335.07,Online,1005.21
TXN015737,2025-11-17,PROD0125,WH05,1,799.62,Retail,799.62
TXN015738,2025-11-17,PROD0110,WH03,1,84.13,Retail,84.13
TXN015739,2025-11-17,PROD0094,WH01,4,54.93,Retail,219.72
TXN015740,2025-11-17,PROD0039,WH01,6,360.51,Retail,2163.06
TXN015741,2025-11-17,PROD0050,WH05,4,506.94,Online,2027.76
TXN015742,2025-11-17,PROD0018,WH05,8,22.79,Online,182.32
TXN015743,2025-11-17,PROD0068,WH01,4,154.66,Retail,618.64
TXN015744,2025-11-17,PROD0059,WH04,3,529.33,Online,1587.99
TXN015745,2025-11-17,PROD0004,WH05,3,299.93,Online,899.79
TXN015746,2025-11-17,PROD0087,WH04,3,387.06,Retail,1161.18
TXN015747,2025-11-17,PROD0089,WH04,1,310.46,Retail,310.46
TXN015748,2025-11-17,PROD0101,WH05,1,335.07,Online,335.07
TXN015749,2025-11-17,PROD0105,WH05,3,568.46,Online,1705.38
TXN015750,2025-11-17,PROD0062,WH05,3,576.67,Retail,1730.01
TXN015751,2025-11-17,PROD0065,WH05,1,431.82,Retail,431.82
TXN015752,2025-11-17,PROD0037,WH04,1,720.85,Online,720.85
TXN015753,2025-11-17,PROD0105,WH02,2,568.46,Retail,1136.92
TXN015754,2025-11-17,PROD0123,WH05,2,458.85,Retail,917.7
TXN015755,2025-11-17,PROD0023,WH01,1,718.07,Online,718.07
TXN015756,2025-11-17,PROD0126,WH02,1,543.44,Online,543.44
TXN015757,2025-11-17,PROD0107,WH05,2,546.29,Online,1092.58
TXN015758,2025-11-17,PROD0001,WH05,1,400.23,Online,400.23
TXN015759,2025-11-17,PROD0091,WH02,1,922.1,Online,922.1
TXN015760,2025-11-17,PROD0048,WH05,3,468.79,Wholesale,1406.37
TXN015761,2025-11-17,PROD0087,WH04,2,387.06,Online,774.12
TXN015762,2025-11-17,PROD0018,WH05,17,22.79,Retail,387.43
TXN015763,2025-11-17,PROD0123,WH05,1,458.85,Online,458.85
TXN015764,2025-11-17,PROD0099,WH04,3,345.24,Retail,1035.72
TXN015765,2025-11-17,PROD0121,WH03,1,583.3,Online,583.3
TXN015766,2025-11-17,PROD0051,WH05,1,771.14,Retail,771.14
TXN015767,2025-11-17,PROD0019,WH05,4,254.68,Online,1018.72
TXN015768,2025-11-17,PROD0062,WH02,3,576.67,Retail,1730.01
TXN015769,2025-11-17,PROD0018,WH04,16,22.79,Retail,364.64
TXN015770,2025-11-17,PROD0099,WH05,1,345.24,Retail,345.24
TXN015771,2025-11-17,PROD0106,WH01,7,51.83,Retail,362.81
TXN015772,2025-11-17,PROD0102,WH04,3,196.25,Retail,588.75
TXN015773,2025-11-17,PROD0119,WH05,10,62.53,Retail,625.3
TXN015774,2025-11-17,PROD0040,WH02,1,530.8,Wholesale,530.8
TXN015775,2025-11-17,PROD0013,WH05,1,231.03,Retail,231.03
TXN015776,2025-11-17,PROD0019,WH05,3,254.68,Online,764.04
TXN015777,2025-11-17,PROD0006,WH04,1,342.18,Online,342.18
TXN015778,2025-11-17,PROD0064,WH05,1,563.89,Online,563.89
TXN015779,2025-11-17,PROD0121,WH05,1,583.3,Retail,583.3
TXN015780,2025-11-17,PROD0041,WH02,6,313.32,Online,1879.92
TXN015781,2025-11-17,PROD0078,WH05,1,368.28,Wholesale,368.28
TXN015782,2025-11-17,PROD0077,WH03,1,732.06,Wholesale,732.06
TXN015783,2025-11-17,PROD0074,WH03,3,522.27,Retail,1566.81
TXN015784,2025-11-17,PROD0025,WH01,1,203.66,Online,203.66
TXN015785,2025-11-17,PROD0004,WH05,1,299.93,Online,299.93
TXN015786,2025-11-17,PROD0037,WH05,1,720.85,Wholesale,720.85
TXN015787,2025-11-17,PROD0106,WH04,5,51.83,Wholesale,259.15
TXN015788,2025-11-17,PROD0104,WH02,1,709.27,Retail,709.27
TXN015789,2025-11-17,PROD0020,WH05,3,363.62,Retail,1090.86
TXN015790,2025-11-17,PROD0025,WH05,1,203.66,Online,203.66
TXN015791,2025-11-17,PROD0022,WH01,1,88.86,Online,88.86
TXN015792,2025-11-17,PROD0044,WH04,3,10.47,Online,31.41
TXN015793,2025-11-17,PROD0121,WH01,1,583.3,Wholesale,583.3
TXN015794,2025-11-17,PROD0040,WH05,1,530.8,Retail,530.8
TXN015795,2025-11-17,PROD0124,WH04,4,391.84,Wholesale,1567.36
TXN015796,2025-11-17,PROD0118,WH02,5,44.34,Retail,221.7
TXN015797,2025-11-17,PROD0056,WH03,4,306.56,Online,1226.24
TXN015798,2025-11-17,PROD0055,WH01,1,610.6,Retail,610.6
TXN015799,2025-11-17,PROD0079,WH01,3,698.45,Online,2095.35
TXN015800,2025-11-17,PROD0036,WH01,3,222.07,Online,666.21
TXN015801,2025-11-17,PROD0058,WH01,4,407.28,Retail,1629.12
TXN015802,2025-11-17,PROD0005,WH03,1,170.46,Online,170.46
TXN015803,2025-11-17,PROD0090,WH03,2,890.04,Online,1780.08
TXN015804,2025-11-17,PROD0056,WH05,4,306.56,Wholesale,1226.24
TXN015805,2025-11-17,PROD0051,WH04,1,771.14,Online,771.14
TXN015806,2025-11-17,PROD0081,WH05,4,41.47,Wholesale,165.88
TXN015807,2025-11-17,PROD0100,WH02,2,433.5,Wholesale,867.0
TXN015808,2025-11-17,PROD0095,WH05,4,226.49,Retail,905.96
TXN015809,2025-11-17,PROD0119,WH05,1,62.53,Retail,62.53
TXN015810,2025-11-17,PROD0110,WH04,2,84.13,Retail,168.26
TXN015811,2025-11-17,PROD0078,WH01,3,368.28,Online,1104.84
TXN015812,2025-11-17,PROD0079,WH02,3,698.45,Wholesale,2095.35
TXN015813,2025-11-17,PROD0022,WH02,3,88.86,Wholesale,266.58
TXN015814,2025-11-17,PROD0090,WH05,1,890.04,Wholesale,890.04
TXN015815,2025-11-17,PROD0054,WH03,6,144.85,Online,869.1
TXN015816,2025-11-17,PROD0113,WH04,1,290.11,Online,290.11
TXN015817,2025-11-17,PROD0093,WH04,1,718.31,Online,718.31
TXN015818,2025-11-17,PROD0037,WH03,4,720.85,Online,2883.4
TXN015819,2025-11-17,PROD0073,WH02,1,314.02,Online,314.02
TXN015820,2025-11-17,PROD0105,WH02,1,568.46,Wholesale,568.46
TXN015821,2025-11-17,PROD0052,WH05,1,728.74,Online,728.74
TXN015822,2025-11-17,PROD0052,WH04,1,728.74,Online,728.74
TXN015823,2025-11-17,PROD0077,WH02,4,732.06,Online,2928.24
TXN015824,2025-11-17,PROD0054,WH04,1,144.85,Wholesale,144.85
TXN015825,2025-11-17,PROD0012,WH05,1,625.07,Wholesale,625.07
TXN015826,2025-11-17,PROD0097,WH02,4,172.41,Online,689.64
TXN015827,2025-11-17,PROD0118,WH05,2,44.34,Retail,88.68
TXN015828,2025-11-17,PROD0092,WH05,3,84.39,Wholesale,253.17
TXN015829,2025-11-17,PROD0004,WH02,1,299.93,Online,299.93
TXN015830,2025-11-17,PROD0027,WH05,4,262.97,Online,1051.88
TXN015831,2025-11-17,PROD0084,WH01,2,563.23,Online,1126.46
TXN015832,2025-11-17,PROD0043,WH05,1,430.69,Online,430.69
TXN015833,2025-11-17,PROD0033,WH02,1,535.58,Online,535.58
TXN015834,2025-11-17,PROD0075,WH04,1,736.06,Online,736.06
TXN015835,2025-11-17,PROD0025,WH03,4,203.66,Retail,814.64
TXN015836,2025-11-17,PROD0100,WH05,1,433.5,Retail,433.5
TXN015837,2025-11-17,PROD0013,WH02,3,231.03,Online,693.09
TXN015838,2025-11-17,PROD0084,WH05,2,563.23,Online,1126.46
TXN015839,2025-11-17,PROD0005,WH04,4,170.46,Online,681.84
TXN015840,2025-11-17,PROD0077,WH02,1,732.06,Online,732.06
TXN015841,2025-11-17,PROD0109,WH04,1,891.71,Online,891.71
TXN015842,2025-11-17,PROD0119,WH01,12,62.53,Retail,750.36
TXN015843,2025-11-17,PROD0017,WH05,5,168.37,Retail,841.85
TXN015844,2025-11-17,PROD0029,WH02,7,216.16,Online,1513.12
TXN015845,2025-11-17,PROD0089,WH04,2,310.46,Online,620.92
TXN015846,2025-11-17,PROD0042,WH03,11,61.35,Retail,674.85
TXN015847,2025-11-17,PROD0007,WH03,3,385.91,Retail,1157.73
TXN015848,2025-11-17,PROD0080,WH04,4,149.97,Online,599.88
TXN015849,2025-11-17,PROD0058,WH05,7,407.28,Retail,2850.96
TXN015850,2025-11-17,PROD0033,WH05,3,535.58,Online,1606.74
TXN015851,2025-11-17,PROD0056,WH04,3,306.56,Retail,919.68
TXN015852,2025-11-17,PROD0093,WH03,3,718.31,Online,2154.93
TXN015853,2025-11-17,PROD0061,WH05,15,35.05,Online,525.75
TXN015854,2025-11-17,PROD0125,WH05,1,799.62,Retail,799.62
TXN015855,2025-11-17,PROD0003,WH05,12,92.84,Online,1114.08
TXN015856,2025-11-17,PROD0090,WH03,1,890.04,Online,890.04
TXN015857,2025-11-17,PROD0036,WH02,1,222.07,Wholesale,222.07
TXN015858,2025-11-17,PROD0110,WH04,1,84.13,Online,84.13
TXN015859,2025-11-17,PROD0062,WH02,1,576.67,Online,576.67
TXN015860,2025-11-17,PROD0061,WH02,15,35.05,Wholesale,525.75
TXN015861,2025-11-17,PROD0121,WH05,1,583.3,Retail,583.3
TXN015862,2025-11-17,PROD0061,WH05,17,35.05,Retail,595.85
TXN015863,2025-11-17,PROD0064,WH02,1,563.89,Online,563.89
TXN015864,2025-11-17,PROD0042,WH05,18,61.35,Retail,1104.3
TXN015865,2025-11-17,PROD0107,WH02,1,546.29,Online,546.29
TXN015866,2025-11-17,PROD0103,WH03,1,731.07,Retail,731.07
TXN015867,2025-11-17,PROD0126,WH03,3,543.44,Online,1630.32
TXN015868,2025-11-17,PROD0021,WH03,4,657.4,Retail,2629.6
TXN015869,2025-11-17,PROD0116,WH02,1,362.75,Retail,362.75
TXN015870,2025-11-18,PROD0066,WH01,1,512.81,Retail,512.81
TXN015871,2025-11-18,PROD0081,WH04,8,41.47,Wholesale,331.76
TXN015872,2025-11-18,PROD0041,WH03,1,313.32,Retail,313.32
TXN015873,2025-11-18,PROD0106,WH02,2,51.83,Online,103.66
TXN015874,2025-11-18,PROD0106,WH04,11,51.83,Online,570.13
TXN015875,2025-11-18,PROD0109,WH02,1,891.71,Wholesale,891.71
TXN015876,2025-11-18,PROD0089,WH01,4,310.46,Online,1241.84
TXN015877,2025-11-18,PROD0018,WH02,18,22.79,Online,410.22
TXN015878,2025-11-18,PROD0112,WH04,2,206.11,Retail,412.22
TXN015879,2025-11-18,PROD0101,WH04,3,335.07,Online,1005.21
TXN015880,2025-11-18,PROD0018,WH03,16,22.79,Online,364.64
