inventory_id,date,product_id,warehouse_id,stock_on_hand,stock_allocated,stock_on_order
INV0010359,2026-06-08,PROD0024,WH04,236,33,0
INV0010360,2026-06-08,PROD0024,WH05,384,25,0
INV0010361,2026-06-08,PROD0025,WH01,156,1,0
INV0010362,2026-06-08,PROD0025,WH02,196,29,0
INV0010363,2026-06-08,PROD0025,WH03,112,6,0
INV0010364,2026-06-08,PROD0025,WH04,44,1,0
INV0010365,2026-06-08,PROD0025,WH05,85,11,0
INV0010366,2026-06-08,PROD0026,WH01,159,18,0
INV0010367,2026-06-08,PROD0026,WH02,143,1,0
INV0010368,2026-06-08,PROD0026,WH03,132,10,0
INV0010369,2026-06-08,PROD0026,WH04,216,8,0
INV0010370,2026-06-08,PROD0026,WH05,74,3,0
INV0010371,2026-06-08,PROD0027,WH01,68,9,0
INV0010372,2026-06-08,PROD0027,WH02,137,7,0
INV0010373,2026-06-08,PROD0027,WH03,42,4,0
INV0010374,2026-06-08,PROD0027,WH04,70,0,0
INV0010375,2026-06-08,PROD0027,WH05,94,1,0
INV0010376,2026-06-08,PROD0028,WH01,78,0,0
INV0010377,2026-06-08,PROD0028,WH02,71,4,0
INV0010378,2026-06-08,PROD0028,WH03,289,23,0
INV0010379,2026-06-08,PROD0028,WH04,233,0,0
INV0010380,2026-06-08,PROD0028,WH05,427,60,0
INV0010381,2026-06-08,PROD0029,WH01,79,3,0
INV0010382,2026-06-08,PROD0029,WH02,110,6,0
INV0010383,2026-06-08,PROD0029,WH03,246,8,0
INV0010384,2026-06-08,PROD0029,WH04,170,8,0
INV0010385,2026-06-08,PROD0029,WH05,104,7,0
INV0010386,2026-06-08,PROD0030,WH01,81,2,0
INV0010387,2026-06-08,PROD0030,WH02,148,1,0
INV0010388,2026-06-08,PROD0030,WH03,287,18,0
INV0010389,2026-06-08,PROD0030,WH04,124,9,0
INV0010390,2026-06-08,PROD0030,WH05,357,39,0
INV0010391,2026-06-08,PROD0031,WH01,264,31,0
INV0010392,2026-06-08,PROD0031,WH02,245,6,0
INV0010393,2026-06-08,PROD0031,WH03,125,17,0
INV0010394,2026-06-08,PROD0031,WH04,179,25,0
INV0010395,2026-06-08,PROD0031,WH05,315,44,0
INV0010396,2026-06-08,PROD0032,WH01,175,2,0
INV0010397,2026-06-08,PROD0032,WH02,287,22,0
INV0010398,2026-06-08,PROD0032,WH03,268,6,0
INV0010399,2026-06-08,PROD0032,WH04,182,4,0
INV0010400,2026-06-08,PROD0032,WH05,169,24,0
INV0010401,2026-06-08,PROD0033,WH01,139,20,0
INV0010402,2026-06-08,PROD0033,WH02,245,0,0
INV0010403,2026-06-08,PROD0033,WH03,86,9,0
INV0010404,2026-06-08,PROD0033,WH04,208,9,0
INV0010405,2026-06-08,PROD0033,WH05,88,12,0
INV0010406,2026-06-08,PROD0034,WH01,280,38,0
INV0010407,2026-06-08,PROD0034,WH02,79,0,0
INV0010408,2026-06-08,PROD0034,WH03,71,11,0
INV0010409,2026-06-08,PROD0034,WH04,46,4,0
INV0010410,2026-06-08,PROD0034,WH05,89,6,0
INV0010411,2026-06-08,PROD0035,WH01,151,14,0
INV0010412,2026-06-08,PROD0035,WH02,155,17,0
INV0010413,2026-06-08,PROD0035,WH03,35,2,0
INV0010414,2026-06-08,PROD0035,WH04,93,2,0
INV0010415,2026-06-08,PROD0035,WH05,266,22,0
INV0010416,2026-06-08,PROD0036,WH01,91,13,0
INV0010417,2026-06-08,PROD0036,WH02,47,7,0
INV0010418,2026-06-08,PROD0036,WH03,83,9,0
INV0010419,2026-06-08,PROD0036,WH04,144,0,0
INV0010420,2026-06-08,PROD0036,WH05,331,36,0
INV0010421,2026-06-08,PROD0037,WH01,75,2,0
INV0010422,2026-06-08,PROD0037,WH02,158,11,0
INV0010423,2026-06-08,PROD0037,WH03,101,10,0
INV0010424,2026-06-08,PROD0037,WH04,164,11,0
INV0010425,2026-06-08,PROD0037,WH05,82,7,0
INV0010426,2026-06-08,PROD0038,WH01,50,5,0
INV0010427,2026-06-08,PROD0038,WH02,52,5,0
INV0010428,2026-06-08,PROD0038,WH03,70,1,0
INV0010429,2026-06-08,PROD0038,WH04,207,19,0
INV0010430,2026-06-08,PROD0038,WH05,244,31,0
INV0010431,2026-06-08,PROD0039,WH01,105,2,0
INV0010432,2026-06-08,PROD0039,WH02,134,14,0
INV0010433,2026-06-08,PROD0039,WH03,192,20,0
INV0010434,2026-06-08,PROD0039,WH04,171,9,0
INV0010435,2026-06-08,PROD0039,WH05,316,9,0
INV0010436,2026-06-08,PROD0040,WH01,177,26,0
INV0010437,2026-06-08,PROD0040,WH02,226,7,0
INV0010438,2026-06-08,PROD0040,WH03,230,27,0
INV0010439,2026-06-08,PROD0040,WH04,279,42,0
INV0010440,2026-06-08,PROD0040,WH05,167,15,0
INV0010441,2026-06-08,PROD0041,WH01,37,5,0
INV0010442,2026-06-08,PROD0041,WH02,253,22,0
INV0010443,2026-06-08,PROD0041,WH03,107,8,0
INV0010444,2026-06-08,PROD0041,WH04,54,6,0
INV0010445,2026-06-08,PROD0041,WH05,391,49,0
INV0010446,2026-06-08,PROD0042,WH01,247,25,0
INV0010447,2026-06-08,PROD0042,WH02,27,3,0
INV0010448,2026-06-08,PROD0042,WH03,102,6,0
INV0010449,2026-06-08,PROD0042,WH04,51,3,0
INV0010450,2026-06-08,PROD0042,WH05,361,37,0
INV0010451,2026-06-08,PROD0043,WH01,185,4,0
INV0010452,2026-06-08,PROD0043,WH02,222,24,0
INV0010453,2026-06-08,PROD0043,WH03,32,3,0
INV0010454,2026-06-08,PROD0043,WH04,268,34,0
INV0010455,2026-06-08,PROD0043,WH05,418,58,0
INV0010456,2026-06-08,PROD0044,WH01,255,28,0
INV0010457,2026-06-08,PROD0044,WH02,92,3,0
INV0010458,2026-06-08,PROD0044,WH03,215,17,0
INV0010459,2026-06-08,PROD0044,WH04,4,0,0
INV0010460,2026-06-08,PROD0044,WH05,18,1,0
INV0010461,2026-06-08,PROD0045,WH01,38,2,0
INV0010462,2026-06-08,PROD0045,WH02,121,5,0
INV0010463,2026-06-08,PROD0045,WH03,24,1,0
INV0010464,2026-06-08,PROD0045,WH04,158,12,0
INV0010465,2026-06-08,PROD0045,WH05,249,29,0
INV0010466,2026-06-08,PROD0046,WH01,40,3,0
INV0010467,2026-06-08,PROD0046,WH02,220,5,0
INV0010468,2026-06-08,PROD0046,WH03,44,0,0
INV0010469,2026-06-08,PROD0046,WH04,232,28,0
INV0010470,2026-06-08,PROD0046,WH05,200,25,0
INV0010471,2026-06-08,PROD0047,WH01,86,6,0
INV0010472,2026-06-08,PROD0047,WH02,252,32,0
INV0010473,2026-06-08,PROD0047,WH03,89,12,0
INV0010474,2026-06-08,PROD0047,WH04,266,6,0
INV0010475,2026-06-08,PROD0047,WH05,263,21,0
INV0010476,2026-06-08,PROD0048,WH01,97,13,0
INV0010477,2026-06-08,PROD0048,WH02,186,2,0
INV0010478,2026-06-08,PROD0048,WH03,163,8,0
INV0010479,2026-06-08,PROD0048,WH04,265,16,0
INV0010480,2026-06-08,PROD0048,WH05,275,19,0
INV0010481,2026-06-08,PROD0049,WH01,271,0,0
INV0010482,2026-06-08,PROD0049,WH02,230,24,0
INV0010483,2026-06-08,PROD0049,WH03,122,3,0
INV0010484,2026-06-08,PROD0049,WH04,244,12,0
INV0010485,2026-06-08,PROD0049,WH05,92,11,0
INV0010486,2026-06-08,PROD0050,WH01,139,4,0
INV0010487,2026-06-08,PROD0050,WH02,110,13,0
INV0010488,2026-06-08,PROD0050,WH03,49,1,0
INV0010489,2026-06-08,PROD0050,WH04,74,10,0
INV0010490,2026-06-08,PROD0050,WH05,311,28,0
INV0010491,2026-06-08,PROD0051,WH01,280,19,0
INV0010492,2026-06-08,PROD0051,WH02,259,25,0
INV0010493,2026-06-08,PROD0051,WH03,123,13,0
INV0010494,2026-06-08,PROD0051,WH04,101,6,0
INV0010495,2026-06-08,PROD0051,WH05,346,31,0
INV0010496,2026-06-08,PROD0052,WH01,93,14,0
INV0010497,2026-06-08,PROD0052,WH02,112,15,0
INV0010498,2026-06-08,PROD0052,WH03,152,15,0
INV0010499,2026-06-08,PROD0052,WH04,123,6,0
INV0010500,2026-06-08,PROD0052,WH05,174,24,0
INV0010501,2026-06-08,PROD0053,WH01,112,4,0
INV0010502,2026-06-08,PROD0053,WH02,136,15,0
INV0010503,2026-06-08,PROD0053,WH03,292,8,0
INV0010504,2026-06-08,PROD0053,WH04,35,2,0
INV0010505,2026-06-08,PROD0053,WH05,269,17,0
INV0010506,2026-06-08,PROD0054,WH01,150,10,0
INV0010507,2026-06-08,PROD0054,WH02,232,11,0
INV0010508,2026-06-08,PROD0054,WH03,143,7,0
INV0010509,2026-06-08,PROD0054,WH04,17,2,0
INV0010510,2026-06-08,PROD0054,WH05,385,27,0
INV0010511,2026-06-08,PROD0055,WH01,107,1,0
INV0010512,2026-06-08,PROD0055,WH02,245,18,0
INV0010513,2026-06-08,PROD0055,WH03,254,7,0
INV0010514,2026-06-08,PROD0055,WH04,248,5,0
INV0010515,2026-06-08,PROD0055,WH05,198,20,0
INV0010516,2026-06-08,PROD0056,WH01,9,1,0
INV0010517,2026-06-08,PROD0056,WH02,256,2,0
INV0010518,2026-06-08,PROD0056,WH03,168,14,0
INV0010519,2026-06-08,PROD0056,WH04,52,5,0
INV0010520,2026-06-08,PROD0056,WH05,78,1,0
INV0010521,2026-06-08,PROD0057,WH01,130,6,0
INV0010522,2026-06-08,PROD0057,WH02,202,18,0
INV0010523,2026-06-08,PROD0057,WH03,294,12,0
INV0010524,2026-06-08,PROD0057,WH04,150,4,0
INV0010525,2026-06-08,PROD0057,WH05,120,6,0
INV0010526,2026-06-08,PROD0058,WH01,285,5,0
INV0010527,2026-06-08,PROD0058,WH02,287,4,0
INV0010528,2026-06-08,PROD0058,WH03,160,4,0
INV0010529,2026-06-08,PROD0058,WH04,86,8,0
INV0010530,2026-06-08,PROD0058,WH05,168,8,0
INV0010531,2026-06-08,PROD0059,WH01,226,32,0
INV0010532,2026-06-08,PROD0059,WH02,183,24,0
INV0010533,2026-06-08,PROD0059,WH03,156,22,0
INV0010534,2026-06-08,PROD0059,WH04,247,33,0
INV0010535,2026-06-08,PROD0059,WH05,215,26,0
INV0010536,2026-06-08,PROD0060,WH01,96,12,0
INV0010537,2026-06-08,PROD0060,WH02,197,2,0
INV0010538,2026-06-08,PROD0060,WH03,287,23,0
INV0010539,2026-06-08,PROD0060,WH04,229,27,0
INV0010540,2026-06-08,PROD0060,WH05,134,19,0
INV0010541,2026-06-08,PROD0061,WH01,251,7,0
INV0010542,2026-06-08,PROD0061,WH02,111,11,0
INV0010543,2026-06-08,PROD0061,WH03,21,0,0
INV0010544,2026-06-08,PROD0061,WH04,25,3,0
INV0010545,2026-06-08,PROD0061,WH05,305,29,0
INV0010546,2026-06-08,PROD0062,WH01,127,2,0
INV0010547,2026-06-08,PROD0062,WH02,146,18,0
INV0010548,2026-06-08,PROD0062,WH03,80,10,0
INV0010549,2026-06-08,PROD0062,WH04,252,24,0
INV0010550,2026-06-08,PROD0062,WH05,269,18,0
INV0010551,2026-06-08,PROD0063,WH01,135,16,0
INV0010552,2026-06-08,PROD0063,WH02,137,17,0
INV0010553,2026-06-08,PROD0063,WH03,137,9,0
INV0010554,2026-06-08,PROD0063,WH04,179,8,0
INV0010555,2026-06-08,PROD0063,WH05,302,17,0
INV0010556,2026-06-08,PROD0064,WH01,153,18,0
INV0010557,2026-06-08,PROD0064,WH02,208,28,0
INV0010558,2026-06-08,PROD0064,WH03,233,8,0
INV0010559,2026-06-08,PROD0064,WH04,75,8,0
INV0010560,2026-06-08,PROD0064,WH05,241,18,0
INV0010561,2026-06-08,PROD0065,WH01,225,33,0
INV0010562,2026-06-08,PROD0065,WH02,102,1,0
INV0010563,2026-06-08,PROD0065,WH03,69,8,0
INV0010564,2026-06-08,PROD0065,WH04,105,14,0
INV0010565,2026-06-08,PROD0065,WH05,189,13,0
INV0010566,2026-06-08,PROD0066,WH01,284,13,0
INV0010567,2026-06-08,PROD0066,WH02,142,3,0
INV0010568,2026-06-08,PROD0066,WH03,61,7,0
INV0010569,2026-06-08,PROD0066,WH04,141,4,0
INV0010570,2026-06-08,PROD0066,WH05,85,1,0
INV0010571,2026-06-08,PROD0067,WH01,63,2,0
INV0010572,2026-06-08,PROD0067,WH02,108,11,0
INV0010573,2026-06-08,PROD0067,WH03,105,3,0
INV0010574,2026-06-08,PROD0067,WH04,235,8,0
INV0010575,2026-06-08,PROD0067,WH05,397,2,0
INV0010576,2026-06-08,PROD0068,WH01,262,12,0
INV0010577,2026-06-08,PROD0068,WH02,47,6,0
INV0010578,2026-06-08,PROD0068,WH03,134,16,0
INV0010579,2026-06-08,PROD0068,WH04,25,1,0
INV0010580,2026-06-08,PROD0068,WH05,186,25,0
INV0010581,2026-06-08,PROD0069,WH01,146,1,0
INV0010582,2026-06-08,PROD0069,WH02,136,14,0
INV0010583,2026-06-08,PROD0069,WH03,79,11,0
INV0010584,2026-06-08,PROD0069,WH04,251,25,0
INV0010585,2026-06-08,PROD0069,WH05,211,7,0
INV0010586,2026-06-08,PROD0070,WH01,129,7,0
INV0010587,2026-06-08,PROD0070,WH02,179,8,0
INV0010588,2026-06-08,PROD0070,WH03,158,11,0
INV0010589,2026-06-08,PROD0070,WH04,230,31,0
INV0010590,2026-06-08,PROD0070,WH05,310,30,0
INV0010591,2026-06-08,PROD0071,WH01,171,10,0
INV0010592,2026-06-08,PROD0071,WH02,148,16,0
INV0010593,2026-06-08,PROD0071,WH03,139,11,0
INV0010594,2026-06-08,PROD0071,WH04,213,11,0
INV0010595,2026-06-08,PROD0071,WH05,78,10,0
INV0010596,2026-06-08,PROD0072,WH01,268,36,0
INV0010597,2026-06-08,PROD0072,WH02,60,7,0
INV0010598,2026-06-08,PROD0072,WH03,146,13,0
INV0010599,2026-06-08,PROD0072,WH04,53,0,0
INV0010600,2026-06-08,PROD0072,WH05,68,8,0
INV0010601,2026-06-08,PROD0073,WH01,48,4,0
INV0010602,2026-06-08,PROD0073,WH02,288,19,0
INV0010603,2026-06-08,PROD0073,WH03,48,3,0
INV0010604,2026-06-08,PROD0073,WH04,281,12,0
INV0010605,2026-06-08,PROD0073,WH05,279,11,0
INV0010606,2026-06-08,PROD0074,WH01,197,8,0
INV0010607,2026-06-08,PROD0074,WH02,96,4,0
INV0010608,2026-06-08,PROD0074,WH03,144,11,0
INV0010609,2026-06-08,PROD0074,WH04,202,28,0
INV0010610,2026-06-08,PROD0074,WH05,256,32,0
INV0010611,2026-06-08,PROD0075,WH01,42,1,0
INV0010612,2026-06-08,PROD0075,WH02,54,8,0
INV0010613,2026-06-08,PROD0075,WH03,123,6,0
INV0010614,2026-06-08,PROD0075,WH04,97,9,0
INV0010615,2026-06-08,PROD0075,WH05,148,17,0
INV0010616,2026-06-08,PROD0076,WH01,160,16,0
INV0010617,2026-06-08,PROD0076,WH02,86,7,0
INV0010618,2026-06-08,PROD0076,WH03,198,23,0
INV0010619,2026-06-08,PROD0076,WH04,63,1,0
INV0010620,2026-06-08,PROD0076,WH05,161,21,0
INV0010621,2026-06-08,PROD0077,WH01,82,2,0
INV0010622,2026-06-08,PROD0077,WH02,247,28,0
INV0010623,2026-06-08,PROD0077,WH03,167,19,0
INV0010624,2026-06-08,PROD0077,WH04,120,9,0
INV0010625,2026-06-08,PROD0077,WH05,129,18,0
INV0010626,2026-06-08,PROD0078,WH01,216,22,0
INV0010627,2026-06-08,PROD0078,WH02,149,4,0
INV0010628,2026-06-08,PROD0078,WH03,54,7,0
INV0010629,2026-06-08,PROD0078,WH04,139,16,0
INV0010630,2026-06-08,PROD0078,WH05,422,9,0
INV0010631,2026-06-08,PROD0079,WH01,82,4,0
INV0010632,2026-06-08,PROD0079,WH02,180,20,0
INV0010633,2026-06-08,PROD0079,WH03,196,26,0
INV0010634,2026-06-08,PROD0079,WH04,154,2,0
INV0010635,2026-06-08,PROD0079,WH05,424,0,0
INV0010636,2026-06-08,PROD0080,WH01,123,13,0
INV0010637,2026-06-08,PROD0080,WH02,284,33,0
INV0010638,2026-06-08,PROD0080,WH03,202,29,0
INV0010639,2026-06-08,PROD0080,WH04,205,5,0
INV0010640,2026-06-08,PROD0080,WH05,332,48,0
INV0010641,2026-06-08,PROD0081,WH01,65,4,0
INV0010642,2026-06-08,PROD0081,WH02,65,7,0
INV0010643,2026-06-08,PROD0081,WH03,177,14,0
INV0010644,2026-06-08,PROD0081,WH04,80,3,0
INV0010645,2026-06-08,PROD0081,WH05,56,7,0
INV0010646,2026-06-08,PROD0082,WH01,50,4,0
INV0010647,2026-06-08,PROD0082,WH02,189,3,0
INV0010648,2026-06-08,PROD0082,WH03,16,2,0
INV0010649,2026-06-08,PROD0082,WH04,106,10,0
INV0010650,2026-06-08,PROD0082,WH05,255,12,0
INV0010651,2026-06-08,PROD0083,WH01,56,7,0
INV0010652,2026-06-08,PROD0083,WH02,161,5,0
INV0010653,2026-06-08,PROD0083,WH03,80,1,0
INV0010654,2026-06-08,PROD0083,WH04,94,8,0
INV0010655,2026-06-08,PROD0083,WH05,65,8,0
INV0010656,2026-06-08,PROD0084,WH01,92,9,0
INV0010657,2026-06-08,PROD0084,WH02,268,3,0
INV0010658,2026-06-08,PROD0084,WH03,40,3,0
INV0010659,2026-06-08,PROD0084,WH04,223,1,0
INV0010660,2026-06-08,PROD0084,WH05,178,25,0
INV0010661,2026-06-08,PROD0085,WH01,206,24,0
INV0010662,2026-06-08,PROD0085,WH02,95,1,0
INV0010663,2026-06-08,PROD0085,WH03,112,9,0
INV0010664,2026-06-08,PROD0085,WH04,112,10,0
INV0010665,2026-06-08,PROD0085,WH05,289,42,0
INV0010666,2026-06-08,PROD0086,WH01,80,10,0
INV0010667,2026-06-08,PROD0086,WH02,223,25,0
INV0010668,2026-06-08,PROD0086,WH03,153,3,0
INV0010669,2026-06-08,PROD0086,WH04,133,10,0
INV0010670,2026-06-08,PROD0086,WH05,68,8,0
INV0010671,2026-06-08,PROD0087,WH01,35,3,0
INV0010672,2026-06-08,PROD0087,WH02,196,8,0
INV0010673,2026-06-08,PROD0087,WH03,136,15,0
INV0010674,2026-06-08,PROD0087,WH04,174,12,0
INV0010675,2026-06-08,PROD0087,WH05,353,51,0
INV0010676,2026-06-08,PROD0088,WH01,53,6,0
INV0010677,2026-06-08,PROD0088,WH02,66,2,0
INV0010678,2026-06-08,PROD0088,WH03,240,29,0
INV0010679,2026-06-08,PROD0088,WH04,55,2,0
INV0010680,2026-06-08,PROD0088,WH05,386,26,0
INV0010681,2026-06-08,PROD0089,WH01,254,21,0
INV0010682,2026-06-08,PROD0089,WH02,168,19,0
INV0010683,2026-06-08,PROD0089,WH03,127,7,0
INV0010684,2026-06-08,PROD0089,WH04,263,36,0
INV0010685,2026-06-08,PROD0089,WH05,154,15,0
INV0010686,2026-06-08,PROD0090,WH01,114,7,0
INV0010687,2026-06-08,PROD0090,WH02,294,30,0
INV0010688,2026-06-08,PROD0090,WH03,276,39,0
INV0010689,2026-06-08,PROD0090,WH04,193,12,0
INV0010690,2026-06-08,PROD0090,WH05,444,31,0
INV0010691,2026-06-08,PROD0091,WH01,231,26,0
INV0010692,2026-06-08,PROD0091,WH02,98,11,0
INV0010693,2026-06-08,PROD0091,WH03,176,4,0
INV0010694,2026-06-08,PROD0091,WH04,65,0,0
INV0010695,2026-06-08,PROD0091,WH05,197,2,0
INV0010696,2026-06-08,PROD0092,WH01,203,10,0
INV0010697,2026-06-08,PROD0092,WH02,228,18,0
INV0010698,2026-06-08,PROD0092,WH03,142,17,0
INV0010699,2026-06-08,PROD0092,WH04,95,14,0
INV0010700,2026-06-08,PROD0092,WH05,289,11,0
INV0010701,2026-06-08,PROD0093,WH01,87,3,0
INV0010702,2026-06-08,PROD0093,WH02,212,3,0
INV0010703,2026-06-08,PROD0093,WH03,144,13,0
INV0010704,2026-06-08,PROD0093,WH04,174,11,0
INV0010705,2026-06-08,PROD0093,WH05,198,24,0
INV0010706,2026-06-08,PROD0094,WH01,61,1,0
INV0010707,2026-06-08,PROD0094,WH02,501,49,0
INV0010708,2026-06-08,PROD0094,WH03,241,12,0
INV0010709,2026-06-08,PROD0094,WH04,216,17,0
INV0010710,2026-06-08,PROD0094,WH05,102,2,0
INV0010711,2026-06-08,PROD0095,WH01,156,21,0
INV0010712,2026-06-08,PROD0095,WH02,256,0,0
INV0010713,2026-06-08,PROD0095,WH03,153,10,0
INV0010714,2026-06-08,PROD0095,WH04,269,16,0
INV0010715,2026-06-08,PROD0095,WH05,388,34,0
INV0010716,2026-06-08,PROD0096,WH01,248,29,0
INV0010717,2026-06-08,PROD0096,WH02,58,4,0
INV0010718,2026-06-08,PROD0096,WH03,175,6,0
INV0010719,2026-06-08,PROD0096,WH04,288,28,0
INV0010720,2026-06-08,PROD0096,WH05,405,47,0
INV0010721,2026-06-08,PROD0097,WH01,262,14,0
INV0010722,2026-06-08,PROD0097,WH02,153,13,0
INV0010723,2026-06-08,PROD0097,WH03,25,0,0
INV0010724,2026-06-08,PROD0097,WH04,211,27,0
INV0010725,2026-06-08,PROD0097,WH05,95,8,0
INV0010726,2026-06-08,PROD0098,WH01,47,3,0
INV0010727,2026-06-08,PROD0098,WH02,85,8,0
INV0010728,2026-06-08,PROD0098,WH03,167,6,0
INV0010729,2026-06-08,PROD0098,WH04,157,1,0
INV0010730,2026-06-08,PROD0098,WH05,369,52,0
INV0010731,2026-06-08,PROD0099,WH01,260,36,0
INV0010732,2026-06-08,PROD0099,WH02,52,8,0
INV0010733,2026-06-08,PROD0099,WH03,68,4,0
INV0010734,2026-06-08,PROD0099,WH04,267,19,0
INV0010735,2026-06-08,PROD0099,WH05,238,4,0
INV0010736,2026-06-08,PROD0100,WH01,257,15,0
INV0010737,2026-06-08,PROD0100,WH02,274,32,0
INV0010738,2026-06-08,PROD0100,WH03,164,8,0
INV0010739,2026-06-08,PROD0100,WH04,243,5,0
INV0010740,2026-06-08,PROD0100,WH05,315,30,0
INV0010741,2026-06-08,PROD0101,WH01,176,17,0
INV0010742,2026-06-08,PROD0101,WH02,249,4,0
INV0010743,2026-06-08,PROD0101,WH03,151,18,0
INV0010744,2026-06-08,PROD0101,WH04,259,15,0
INV0010745,2026-06-08,PROD0101,WH05,324,3,0
INV0010746,2026-06-08,PROD0102,WH01,214,22,0
INV0010747,2026-06-08,PROD0102,WH02,55,8,0
INV0010748,2026-06-08,PROD0102,WH03,204,22,0
INV0010749,2026-06-08,PROD0102,WH04,275,24,0
INV0010750,2026-06-08,PROD0102,WH05,342,39,0
INV0010751,2026-06-08,PROD0103,WH01,147,6,0
INV0010752,2026-06-08,PROD0103,WH02,216,16,0
INV0010753,2026-06-08,PROD0103,WH03,242,16,0
INV0010754,2026-06-08,PROD0103,WH04,196,15,0
INV0010755,2026-06-08,PROD0103,WH05,230,5,0
INV0010756,2026-06-08,PROD0104,WH01,87,1,0
INV0010757,2026-06-08,PROD0104,WH02,67,4,0
INV0010758,2026-06-08,PROD0104,WH03,158,11,0
INV0010759,2026-06-08,PROD0104,WH04,279,37,0
INV0010760,2026-06-08,PROD0104,WH05,116,12,0
INV0010761,2026-06-08,PROD0105,WH01,134,3,0
INV0010762,2026-06-08,PROD0105,WH02,211,28,0
INV0010763,2026-06-08,PROD0105,WH03,74,3,0
INV0010764,2026-06-08,PROD0105,WH04,240,32,0
INV0010765,2026-06-08,PROD0105,WH05,207,31,0
INV0010766,2026-06-08,PROD0106,WH01,172,10,0
INV0010767,2026-06-08,PROD0106,WH02,228,9,0
INV0010768,2026-06-08,PROD0106,WH03,251,16,0
INV0010769,2026-06-08,PROD0106,WH04,143,14,0
INV0010770,2026-06-08,PROD0106,WH05,141,19,0
INV0010771,2026-06-08,PROD0107,WH01,165,6,0
INV0010772,2026-06-08,PROD0107,WH02,75,6,0
INV0010773,2026-06-08,PROD0107,WH03,142,18,0
INV0010774,2026-06-08,PROD0107,WH04,97,8,0
INV0010775,2026-06-08,PROD0107,WH05,296,28,0
INV0010776,2026-06-08,PROD0108,WH01,282,3,0
INV0010777,2026-06-08,PROD0108,WH02,186,21,0
INV0010778,2026-06-08,PROD0108,WH03,31,1,0
INV0010779,2026-06-08,PROD0108,WH04,116,2,0
INV0010780,2026-06-08,PROD0108,WH05,417,54,0
INV0010781,2026-06-08,PROD0109,WH01,53,3,0
INV0010782,2026-06-08,PROD0109,WH02,135,1,0
INV0010783,2026-06-08,PROD0109,WH03,151,6,0
INV0010784,2026-06-08,PROD0109,WH04,251,13,0
INV0010785,2026-06-08,PROD0109,WH05,337,14,0
INV0010786,2026-06-08,PROD0110,WH01,155,13,0
INV0010787,2026-06-08,PROD0110,WH02,55,6,0
INV0010788,2026-06-08,PROD0110,WH03,93,8,0
INV0010789,2026-06-08,PROD0110,WH04,76,2,0
INV0010790,2026-06-08,PROD0110,WH05,265,18,0
INV0010791,2026-06-08,PROD0111,WH01,201,5,0
INV0010792,2026-06-08,PROD0111,WH02,169,19,0
INV0010793,2026-06-08,PROD0111,WH03,57,2,0
INV0010794,2026-06-08,PROD0111,WH04,117,11,0
INV0010795,2026-06-08,PROD0111,WH05,86,5,0
INV0010796,2026-06-08,PROD0112,WH01,201,17,0
INV0010797,2026-06-08,PROD0112,WH02,203,7,0
INV0010798,2026-06-08,PROD0112,WH03,105,6,0
INV0010799,2026-06-08,PROD0112,WH04,189,27,0
INV0010800,2026-06-08,PROD0112,WH05,300,17,0
INV0010801,2026-06-08,PROD0113,WH01,517,0,0
INV0010802,2026-06-08,PROD0113,WH02,234,9,0
INV0010803,2026-06-08,PROD0113,WH03,128,14,0
INV0010804,2026-06-08,PROD0113,WH04,188,13,0
INV0010805,2026-06-08,PROD0113,WH05,163,12,0
INV0010806,2026-06-08,PROD0114,WH01,211,5,0
INV0010807,2026-06-08,PROD0114,WH02,267,2,0
INV0010808,2026-06-08,PROD0114,WH03,133,7,0
INV0010809,2026-06-08,PROD0114,WH04,135,11,0
INV0010810,2026-06-08,PROD0114,WH05,153,12,0
INV0010811,2026-06-08,PROD0115,WH01,268,39,0
INV0010812,2026-06-08,PROD0115,WH02,146,18,0
INV0010813,2026-06-08,PROD0115,WH03,208,14,0
INV0010814,2026-06-08,PROD0115,WH04,264,18,0
INV0010815,2026-06-08,PROD0115,WH05,155,10,0
INV0010816,2026-06-08,PROD0116,WH01,169,16,0
INV0010817,2026-06-08,PROD0116,WH02,110,8,0
INV0010818,2026-06-08,PROD0116,WH03,17,1,0
INV0010819,2026-06-08,PROD0116,WH04,76,9,0
INV0010820,2026-06-08,PROD0116,WH05,180,24,0
INV0010821,2026-06-08,PROD0117,WH01,120,11,0
INV0010822,2026-06-08,PROD0117,WH02,188,22,0
INV0010823,2026-06-08,PROD0117,WH03,134,13,0
INV0010824,2026-06-08,PROD0117,WH04,296,37,0
INV0010825,2026-06-08,PROD0117,WH05,298,41,0
INV0010826,2026-06-08,PROD0118,WH01,40,3,0
INV0010827,2026-06-08,PROD0118,WH02,213,11,0
INV0010828,2026-06-08,PROD0118,WH03,81,9,0
INV0010829,2026-06-08,PROD0118,WH04,179,25,0
INV0010830,2026-06-08,PROD0118,WH05,54,6,0
INV0010831,2026-06-08,PROD0119,WH01,287,11,0
INV0010832,2026-06-08,PROD0119,WH02,60,3,0
INV0010833,2026-06-08,PROD0119,WH03,103,15,0
INV0010834,2026-06-08,PROD0119,WH04,25,1,0
INV0010835,2026-06-08,PROD0119,WH05,219,30,0
INV0010836,2026-06-08,PROD0120,WH01,257,31,0
INV0010837,2026-06-08,PROD0120,WH02,123,6,0
INV0010838,2026-06-08,PROD0120,WH03,149,22,0
INV0010839,2026-06-08,PROD0120,WH04,48,4,0
